crop_path,label,game,src_image,x1,y1,x2,y2,frame_idx,player_id,role_name,left2right
dataset_v1/crops/game_10_H1__frame_011783__i119__f11783__p201.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_011783.jpg,357,587,402,721,11783,201,Right Winger,0
dataset_v1/crops/game_10_H1__frame_011783__i120__f11783__p202.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_011783.jpg,545,286,584,389,11783,202,Left Midfielder,0
dataset_v1/crops/game_10_H1__frame_011783__i121__f11783__p205.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_011783.jpg,995,263,1035,346,11783,205,Central Forward,0
dataset_v1/crops/game_10_H1__frame_011783__i122__f11783__p206.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_011783.jpg,423,237,467,336,11783,206,Left Winger,0
dataset_v1/crops/game_10_H1__frame_011783__i123__f11783__p208.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_011783.jpg,275,360,313,468,11783,208,Attacking Midfielder,0
dataset_v1/crops/game_10_H1__frame_014658__i124__f14658__p100.jpg,goalkeeper,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,1480,368,1524,460,14658,100,Goalkeeper,1
dataset_v1/crops/game_10_H1__frame_014658__i125__f14658__p102.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,294,574,363,681,14658,102,Central Forward,1
dataset_v1/crops/game_10_H1__frame_014658__i126__f14658__p103.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,798,387,834,485,14658,103,Right Central Back,1
dataset_v1/crops/game_10_H1__frame_014658__i127__f14658__p104.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,1288,593,1323,705,14658,104,Left Back,1
dataset_v1/crops/game_10_H1__frame_014658__i128__f14658__p105.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,1039,496,1082,596,14658,105,Left Midfielder,1
dataset_v1/crops/game_10_H1__frame_014658__i129__f14658__p107.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,671,350,711,434,14658,107,Right Back,1
dataset_v1/crops/game_10_H1__frame_014658__i130__f14658__p108.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,975,585,1011,687,14658,108,Attacking Midfielder,1
dataset_v1/crops/game_10_H1__frame_014658__i131__f14658__p109.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,1044,779,1087,903,14658,109,Left Winger,1
dataset_v1/crops/game_10_H1__frame_014658__i132__f14658__p200.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,434,509,465,610,14658,200,Right Midfielder,0
dataset_v1/crops/game_10_H1__frame_014658__i133__f14658__p201.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,944,657,990,769,14658,201,Right Winger,0
dataset_v1/crops/game_10_H1__frame_014658__i134__f14658__p202.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,163,889,238,1037,14658,202,Left Midfielder,0
dataset_v1/crops/game_10_H1__frame_014658__i135__f14658__p205.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,874,396,912,484,14658,205,Central Forward,0
dataset_v1/crops/game_10_H1__frame_014658__i136__f14658__p206.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,235,398,268,487,14658,206,Left Winger,0
dataset_v1/crops/game_10_H1__frame_014658__i137__f14658__p209.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_014658.jpg,677,618,716,728,14658,209,Right Back,0
dataset_v1/crops/game_10_H1__frame_015287__i138__f15287__p100.jpg,goalkeeper,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,1304,358,1370,457,15287,100,Goalkeeper,1
dataset_v1/crops/game_10_H1__frame_015287__i139__f15287__p102.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,869,441,919,539,15287,102,Central Forward,1
dataset_v1/crops/game_10_H1__frame_015287__i140__f15287__p103.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,692,363,743,461,15287,103,Right Central Back,1
dataset_v1/crops/game_10_H1__frame_015287__i141__f15287__p105.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,859,566,914,682,15287,105,Left Midfielder,1
dataset_v1/crops/game_10_H1__frame_015287__i142__f15287__p106.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,977,680,1022,799,15287,106,Right Winger,1
dataset_v1/crops/game_10_H1__frame_015287__i143__f15287__p108.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,599,372,677,501,15287,108,Attacking Midfielder,1
dataset_v1/crops/game_10_H1__frame_015287__i144__f15287__p109.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,1253,713,1301,842,15287,109,Left Winger,1
dataset_v1/crops/game_10_H1__frame_015287__i145__f15287__p200.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,87,313,125,411,15287,200,Right Midfielder,0
dataset_v1/crops/game_10_H1__frame_015287__i146__f15287__p201.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,824,482,881,579,15287,201,Right Winger,0
dataset_v1/crops/game_10_H1__frame_015287__i147__f15287__p202.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,764,818,839,952,15287,202,Left Midfielder,0
dataset_v1/crops/game_10_H1__frame_015287__i148__f15287__p205.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,480,372,530,469,15287,205,Central Forward,0
dataset_v1/crops/game_10_H1__frame_015287__i149__f15287__p206.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,699,661,762,778,15287,206,Left Winger,0
dataset_v1/crops/game_10_H1__frame_015287__i150__f15287__p209.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015287.jpg,1431,769,1492,915,15287,209,Right Back,0
dataset_v1/crops/game_10_H1__frame_015356__i151__f15356__p102.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,1173,549,1230,685,15356,102,Central Forward,1
dataset_v1/crops/game_10_H1__frame_015356__i152__f15356__p104.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,1331,483,1387,614,15356,104,Left Back,1
dataset_v1/crops/game_10_H1__frame_015356__i153__f15356__p105.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,813,636,882,785,15356,105,Left Midfielder,1
dataset_v1/crops/game_10_H1__frame_015356__i154__f15356__p106.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,717,933,810,1080,15356,106,Right Winger,1
dataset_v1/crops/game_10_H1__frame_015356__i155__f15356__p107.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,784,323,840,431,15356,107,Right Back,1
dataset_v1/crops/game_10_H1__frame_015356__i156__f15356__p108.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,685,478,742,589,15356,108,Attacking Midfielder,1
dataset_v1/crops/game_10_H1__frame_015356__i157__f15356__p109.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,1120,859,1170,1023,15356,109,Left Winger,1
dataset_v1/crops/game_10_H1__frame_015356__i158__f15356__p110.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,692,334,760,496,15356,110,Right Midfielder,1
dataset_v1/crops/game_10_H1__frame_015356__i159__f15356__p200.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,49,397,101,516,15356,200,Right Midfielder,0
dataset_v1/crops/game_10_H1__frame_015356__i160__f15356__p201.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,1050,562,1125,692,15356,201,Right Winger,0
dataset_v1/crops/game_10_H1__frame_015356__i161__f15356__p202.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,207,905,263,1080,15356,202,Left Midfielder,0
dataset_v1/crops/game_10_H1__frame_015356__i162__f15356__p204.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,1004,440,1068,571,15356,204,Right Central Back,0
dataset_v1/crops/game_10_H1__frame_015356__i163__f15356__p205.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,674,335,722,433,15356,205,Central Forward,0
dataset_v1/crops/game_10_H1__frame_015356__i164__f15356__p206.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,662,668,719,815,15356,206,Left Winger,0
dataset_v1/crops/game_10_H1__frame_015356__i165__f15356__p209.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_015356.jpg,913,894,994,1066,15356,209,Right Back,0
dataset_v1/crops/game_10_H1__frame_016012__i166__f16012__p102.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_016012.jpg,776,319,842,422,16012,102,Central Forward,1
dataset_v1/crops/game_10_H1__frame_016012__i167__f16012__p105.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_016012.jpg,996,443,1045,558,16012,105,Left Midfielder,1
dataset_v1/crops/game_10_H1__frame_016012__i168__f16012__p108.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_016012.jpg,1735,470,1784,587,16012,108,Attacking Midfielder,1
dataset_v1/crops/game_10_H1__frame_016012__i169__f16012__p109.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_016012.jpg,1036,625,1089,763,16012,109,Left Winger,1
dataset_v1/crops/game_10_H1__frame_016012__i170__f16012__p200.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_016012.jpg,1829,601,1869,746,16012,200,Right Midfielder,0
dataset_v1/crops/game_10_H1__frame_016012__i171__f16012__p202.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_016012.jpg,1527,261,1584,351,16012,202,Left Midfielder,0
dataset_v1/crops/game_10_H1__frame_016012__i172__f16012__p203.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_016012.jpg,546,267,591,370,16012,203,Left Central Back,0
dataset_v1/crops/game_10_H1__frame_016012__i173__f16012__p204.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_016012.jpg,573,427,636,549,16012,204,Right Central Back,0
dataset_v1/crops/game_10_H1__frame_016012__i174__f16012__p207.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_016012.jpg,1361,158,1402,241,16012,207,Left Back,0
dataset_v1/crops/game_10_H1__frame_016012__i175__f16012__p208.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_016012.jpg,403,343,452,448,16012,208,Attacking Midfielder,0
dataset_v1/crops/game_10_H1__frame_016012__i176__f16012__p209.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_016012.jpg,222,659,281,804,16012,209,Right Back,0
dataset_v1/crops/game_10_H1__frame_019397__i177__f19397__p101.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,1084,589,1152,700,19397,101,Left Central Back,1
dataset_v1/crops/game_10_H1__frame_019397__i178__f19397__p102.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,1217,508,1271,625,19397,102,Central Forward,1
dataset_v1/crops/game_10_H1__frame_019397__i179__f19397__p103.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,1477,578,1530,696,19397,103,Right Central Back,1
dataset_v1/crops/game_10_H1__frame_019397__i180__f19397__p105.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,1507,274,1543,333,19397,105,Left Midfielder,1
dataset_v1/crops/game_10_H1__frame_019397__i181__f19397__p106.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,1577,285,1610,368,19397,106,Right Winger,1
dataset_v1/crops/game_10_H1__frame_019397__i182__f19397__p107.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,1270,490,1314,606,19397,107,Right Back,1
dataset_v1/crops/game_10_H1__frame_019397__i183__f19397__p109.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,1588,668,1651,798,19397,109,Left Winger,1
dataset_v1/crops/game_10_H1__frame_019397__i184__f19397__p110.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,1146,516,1183,619,19397,110,Right Midfielder,1
dataset_v1/crops/game_10_H1__frame_019397__i185__f19397__p201.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,799,456,856,563,19397,201,Right Winger,0
dataset_v1/crops/game_10_H1__frame_019397__i186__f19397__p202.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,1380,473,1432,592,19397,202,Left Midfielder,0
dataset_v1/crops/game_10_H1__frame_019397__i187__f19397__p205.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,898,467,949,568,19397,205,Central Forward,0
dataset_v1/crops/game_10_H1__frame_019397__i188__f19397__p206.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,1400,315,1446,403,19397,206,Left Winger,0
dataset_v1/crops/game_10_H1__frame_019397__i189__f19397__p207.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,898,552,946,673,19397,207,Left Back,0
dataset_v1/crops/game_10_H1__frame_019397__i190__f19397__p208.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,977,429,1032,525,19397,208,Attacking Midfielder,0
dataset_v1/crops/game_10_H1__frame_019397__i191__f19397__p210.jpg,goalkeeper,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_019397.jpg,715,485,756,603,19397,210,Goalkeeper,0
dataset_v1/crops/game_10_H1__frame_023305__i192__f23305__p100.jpg,goalkeeper,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023305.jpg,1528,337,1576,450,23305,100,Goalkeeper,1
dataset_v1/crops/game_10_H1__frame_023305__i193__f23305__p101.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023305.jpg,1500,580,1547,710,23305,101,Left Central Back,1
dataset_v1/crops/game_10_H1__frame_023305__i194__f23305__p103.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023305.jpg,922,207,966,301,23305,103,Right Central Back,1
dataset_v1/crops/game_10_H1__frame_023305__i195__f23305__p104.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023305.jpg,273,870,354,1027,23305,104,Left Back,1
dataset_v1/crops/game_10_H1__frame_023305__i196__f23305__p108.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023305.jpg,584,413,620,508,23305,108,Attacking Midfielder,1
dataset_v1/crops/game_10_H1__frame_023305__i197__f23305__p110.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023305.jpg,357,285,417,389,23305,110,Right Midfielder,1
dataset_v1/crops/game_10_H1__frame_023305__i198__f23305__p200.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023305.jpg,31,544,73,671,23305,200,Right Midfielder,0
dataset_v1/crops/game_10_H1__frame_023305__i199__f23305__p201.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023305.jpg,366,667,437,800,23305,201,Right Winger,0
dataset_v1/crops/game_10_H1__frame_023305__i200__f23305__p202.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023305.jpg,410,301,448,399,23305,202,Left Midfielder,0
dataset_v1/crops/game_10_H1__frame_023305__i201__f23305__p205.jpg,team_right,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023305.jpg,740,382,792,489,23305,205,Central Forward,0
dataset_v1/crops/game_10_H1__frame_023865__i202__f23865__p101.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023865.jpg,1792,418,1849,547,23865,101,Left Central Back,1
dataset_v1/crops/game_10_H1__frame_023865__i203__f23865__p103.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023865.jpg,1612,236,1653,358,23865,103,Right Central Back,1
dataset_v1/crops/game_10_H1__frame_023865__i204__f23865__p104.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023865.jpg,916,749,978,913,23865,104,Left Back,1
dataset_v1/crops/game_10_H1__frame_023865__i205__f23865__p105.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023865.jpg,42,452,90,606,23865,105,Left Midfielder,1
dataset_v1/crops/game_10_H1__frame_023865__i206__f23865__p106.jpg,team_left,game_10_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_10_H1/images/frame_023865.jpg,0,225,25,315,23865,106,Right Winger,1
